,ra,dec_x,Nobs,filter,Name,coord,Type,dec_y
269,256.288,-20.959110000000013,13,zr,22785,170509.04 -205732.8,RRAB,-20.95911111111111
270,256.317,-22.63569999999997,13,zr,22788,170516.00 -223807.9,RRAB,-22.635527777777778
271,256.371,-22.544870000000003,13,zr,22793,170529.09 -223241.5,M,-22.544861111111114
272,256.364,-21.696319999999993,13,zr,22794,170527.35 -214146.9,RRAB,-21.696361111111113
273,256.364,-24.949649999999988,12,zr,24175,170527.38 -245658.7,M,-24.949638888888888
274,256.366,-21.30609000000002,13,zr,22796,170527.94 -211821.9,SR,-21.306083333333333
275,256.369,-21.886840000000017,13,zr,22797,170528.58 -215312.7,RRAB,-21.88686111111111
276,256.409,-21.039050000000003,13,zr,22799,170538.28 -210220.5,SRB,-21.03902777777778
277,256.427,-22.19761000000003,10,zr,22800,170542.57 -221150.7,L,-22.197416666666665
278,256.437,-21.03111000000002,13,zr,22803,170544.80 -210151.9,M,-21.03108333333333
279,256.459,-21.785360000000008,13,zr,22804,170550.09 -214707.2,L,-21.785333333333334
280,256.475,-21.282670000000024,13,zr,22806,170554.03 -211658.0,RRAB,-21.282777777777778
281,256.486,-22.52331,13,zr,22807,170556.66 -223123.9,RRAB,-22.523305555555556
282,256.494,-21.039140000000014,13,zr,22811,170558.58 -210221.0,L,-21.039166666666667
283,256.552,-20.865540000000024,13,zr,22816,170612.53 -205156.4,SRA,-20.86566666666667
284,256.575,-19.903320000000015,7,zr,22822,170617.97 -195412.1,SR,-19.90336111111111
285,256.611,-21.21580999999999,13,zr,22824,170626.65 -211257.1,RRAB,-21.21586111111111
286,256.66,-21.774499999999982,13,zr,22829,170638.40 -214628.3,RRAB,-21.774527777777777
287,256.695,-21.024550000000012,13,zr,22836,170646.79 -210128.8,M,-21.024666666666665
288,256.699,-21.37781,10,zr,22837,170647.73 -212241.0,RRAB,-21.378055555555555
289,256.742,-22.141999999999975,13,zr,22841,170657.99 -220831.2,RRAB,-22.142
290,256.742,-20.05557999999998,15,zr,22843,170658.12 -200320.4,RRAB,-20.055666666666667
291,256.807,-21.622650000000004,13,zr,22852,170713.75 -213721.6,RRAB,-21.622666666666667
292,256.808,-21.065339999999985,13,zr,22853,170713.91 -210354.5,RRAB,-21.06513888888889
293,256.818,-20.80503000000001,13,zr,22854,170716.41 -204818.8,RRAB,-20.805222222222223
294,256.842,-21.59312999999999,13,zr,22857,170722.13 -213534.8,M,-21.593
295,256.86,-22.078359999999986,13,zr,22860,170726.32 -220442.5,M,-22.07847222222222
296,256.848,-20.931919999999973,13,zr,22862,170723.43 -205556.3,SRA,-20.93230555555556
297,256.882,-21.780979999999968,13,zr,22864,170731.69 -214651.8,SRB,-21.781055555555554
298,256.888,-21.489489999999986,13,zr,22865,170733.09 -212921.9,M,-21.489416666666667
299,256.888,-17.80005000000002,15,zr,22869,170733.16 -174800.0,SRB,-17.8
300,256.944,-21.264699999999987,13,zr,22872,170746.65 -211553.0,RRAB,-21.264722222222222
301,257.068,-21.32975000000003,12,zr,22888,170816.25 -211946.8,RRAB,-21.329666666666668
302,257.087,-22.50555000000001,13,zr,22889,170820.84 -223019.8,RRAB,-22.5055
303,257.096,-21.59186000000001,13,zr,22891,170823.16 -213531.7,L,-21.592138888888886
